2022-01-29T21:45:52.105,6a83e077f208,swarm_vdma-4,13 minutes,36249.6,36249.6,false
2022-01-29T21:45:52.105,162b41aab33e,swarm_vdma-1,21 minutes,38400.0,38400.0,false
2022-01-29T21:45:52.105,7c0a7c26de41,swarm_vdma-2,21 minutes,35737.6,35737.6,false
2022-01-29T21:45:52.105,c37e224da503,swarm_vdma-3,21 minutes,30310.4,30310.4,false
2022-01-29T21:45:52.105,27e3f577d77e,swarm_vdma-0,378 minutes,27648.0,27648.0,false
2022-01-29T21:46:19.918,6a83e077f208,swarm_vdma-4,13 minutes,36249.6,0.0,false
2022-01-29T21:46:19.918,162b41aab33e,swarm_vdma-1,22 minutes,38400.0,0.0,false
2022-01-29T21:46:19.918,7c0a7c26de41,swarm_vdma-2,22 minutes,35737.6,0.0,false
2022-01-29T21:46:19.918,c37e224da503,swarm_vdma-3,22 minutes,30310.4,0.0,false
2022-01-29T21:46:19.918,27e3f577d77e,swarm_vdma-0,378 minutes,27648.0,0.0,false
2022-01-29T21:47:40.974,6a83e077f208,swarm_vdma-4,15 minutes,36249.6,36249.6,false
2022-01-29T21:47:40.974,162b41aab33e,swarm_vdma-1,23 minutes,38400.0,38400.0,false
2022-01-29T21:47:40.974,7c0a7c26de41,swarm_vdma-2,23 minutes,35737.6,35737.6,false
2022-01-29T21:47:40.974,c37e224da503,swarm_vdma-3,23 minutes,30310.4,30310.4,false
2022-01-29T21:47:40.974,27e3f577d77e,swarm_vdma-0,380 minutes,27648.0,27648.0,false
2022-01-29T21:47:46.613,6a83e077f208,swarm_vdma-4,15 minutes,36249.6,0.0,false
2022-01-29T21:47:46.613,162b41aab33e,swarm_vdma-1,23 minutes,38400.0,0.0,false
2022-01-29T21:47:46.613,7c0a7c26de41,swarm_vdma-2,23 minutes,35737.6,0.0,false
2022-01-29T21:47:46.613,c37e224da503,swarm_vdma-3,23 minutes,30310.4,0.0,false
2022-01-29T21:47:46.613,27e3f577d77e,swarm_vdma-0,380 minutes,27648.0,0.0,false
2022-01-29T21:47:48.626,6a83e077f208,swarm_vdma-4,15 minutes,36249.6,0.0,false
